"SKU","Tamanho Pedido","Loja","Data da Venda","Código Cliente","Preço Unitário","Faturamento","Marca","Categoria"
"HL1001","5","Rio de Janeiro","2/4/2018","29","R$ 2,600.00","R$ 13,000.00","LG","Televisão"
"HL1011","3","Curitiba","2/4/2018","812","R$ 2,000.00","R$ 6,000.00","Samsung","Tablet"
"HL1010","3","São Paulo","2/4/2018","608","R$ 1,900.00","R$ 5,700.00","Apple","Celular"
"HL1009","3","Fortaleza","2/4/2018","740","R$ 1,400.00","R$ 4,200.00","Motorola","Celular"
"HL1015","3","Fortaleza","2/4/2018","363","R$ 700.00","R$ 2,100.00","Sony","Câmera"
"HL1002","5","São Paulo","2/4/2018","665","R$ 2,500.00","R$ 12,500.00","Apple","Celular"
"HL1001","1","São Paulo","2/4/2018","641","R$ 2,600.00","R$ 2,600.00","LG","Televisão"
"HL1001","2","Campinas","2/4/2018","485","R$ 2,600.00","R$ 5,200.00","LG","Televisão"
"HL1004","5","São Paulo","2/4/2018","753","R$ 1,750.00","R$ 8,750.00","Apple","Smart Watch"
"HL1021","2","Campinas","2/4/2018","265","R$ 3,000.00","R$ 6,000.00","Samsung","Celular"
"HL1018","5","São Paulo","2/4/2018","776","R$ 1,200.00","R$ 6,000.00","Xiaomi","Smart Watch"
"HL1005","4","Campinas","3/4/2018","86","R$ 1,500.00","R$ 6,000.00","Canon","Câmera"
"HL1001","5","São Paulo","3/4/2018","320","R$ 2,600.00","R$ 13,000.00","LG","Televisão"
"HL1001","2","Porto Alegre","3/4/2018","143","R$ 2,600.00","R$ 5,200.00","LG","Televisão"
"HL1018","3","Salvador","3/4/2018","285","R$ 1,200.00","R$ 3,600.00","Xiaomi","Smart Watch"
"HL1013","2","Curitiba","3/4/2018","715","R$ 1,550.00","R$ 3,100.00","Nikon","Câmera"
"HL1018","4","Fortaleza","3/4/2018","740","R$ 1,200.00","R$ 4,800.00","Xiaomi","Smart Watch"
"HL1005","3","Campinas","3/4/2018","262","R$ 1,500.00","R$ 4,500.00","Canon","Câmera"
"HL1021","5","Rio de Janeiro","3/4/2018","744","R$ 3,000.00","R$ 15,000.00","Samsung","Celular"
"HL1019","2","Guarulhos","3/4/2018","364","R$ 6,500.00","R$ 13,000.00","Apple","Celular"
"HL1014","1","Recife","3/4/2018","304","R$ 1,100.00","R$ 1,100.00","Samsung","Celular"
"HL1011","3","Guarulhos","3/4/2018","128","R$ 2,000.00","R$ 6,000.00","Samsung","Tablet"
"HL1013","3","São Paulo","3/4/2018","773","R$ 1,550.00","R$ 4,650.00","Nikon","Câmera"
"HL1013","1","São Paulo","3/4/2018","772","R$ 1,550.00","R$ 1,550.00","Nikon","Câmera"
"HL1007","2","Belo Horizonte","3/4/2018","497","R$ 2,300.00","R$ 4,600.00","Dell","Notebook"
"HL1009","5","Niterói","3/4/2018","546","R$ 1,400.00","R$ 7,000.00","Motorola","Celular"
"HL1021","1","Goiânia","3/4/2018","762","R$ 3,000.00","R$ 3,000.00","Samsung","Celular"
"HL1009","5","Rio de Janeiro","3/4/2018","545","R$ 1,400.00","R$ 7,000.00","Motorola","Celular"
"HL1009","2","Curitiba","3/4/2018","637","R$ 1,400.00","R$ 2,800.00","Motorola","Celular"
"HL1001","2","Salvador","3/4/2018","264","R$ 2,600.00","R$ 5,200.00","LG","Televisão"
"HL1024","5","Porto Alegre","3/4/2018","328","R$ 2,400.00","R$ 12,000.00","Acer","Notebook"
"HL1004","4","Curitiba","3/4/2018","22","R$ 1,750.00","R$ 7,000.00","Apple","Smart Watch"
"HL1001","5","Rio de Janeiro","3/4/2018","744","R$ 2,600.00","R$ 13,000.00","LG","Televisão"
"HL1021","5","Salvador","3/4/2018","675","R$ 3,000.00","R$ 15,000.00","Samsung","Celular"
"HL1001","3","São Paulo","4/4/2018","105","R$ 2,600.00","R$ 7,800.00","LG","Televisão"
"HL1015","3","Campinas","4/4/2018","709","R$ 700.00","R$ 2,100.00","Sony","Câmera"
"HL1008","1","Fortaleza","4/4/2018","366","R$ 2,000.00","R$ 2,000.00","Philco","Televisão"
"HL1001","2","Fortaleza","4/4/2018","183","R$ 2,600.00","R$ 5,200.00","LG","Televisão"
"HL1015","3","São Paulo","4/4/2018","753","R$ 700.00","R$ 2,100.00","Sony","Câmera"
"HL1006","1","Fortaleza","4/4/2018","609","R$ 1,400.00","R$ 1,400.00","Samsung","Televisão"
"HL1008","4","Recife","4/4/2018","342","R$ 2,000.00","R$ 8,000.00","Philco","Televisão"
"HL1020","3","Fortaleza","4/4/2018","354","R$ 1,500.00","R$ 4,500.00","Motorola","Celular"
"HL1005","1","Curitiba","4/4/2018","60","R$ 1,500.00","R$ 1,500.00","Canon","Câmera"
"HL1012","3","Nova Iguaçu","4/4/2018","13","R$ 5,500.00","R$ 16,500.00","Dell","Notebook"
"HL1013","5","Belo Horizonte","4/4/2018","220","R$ 1,550.00","R$ 7,750.00","Nikon","Câmera"
"HL1005","1","São Paulo","4/4/2018","382","R$ 1,500.00","R$ 1,500.00","Canon","Câmera"
"HL1003","3","Recife","4/4/2018","268","R$ 4,500.00","R$ 13,500.00","Samsung","Celular"
"HL1018","4","Belo Horizonte","4/4/2018","295","R$ 1,200.00","R$ 4,800.00","Xiaomi","Smart Watch"
"HL1009","5","São Paulo","4/4/2018","446","R$ 1,400.00","R$ 7,000.00","Motorola","Celular"
"HL1007","3","Fortaleza","4/4/2018","215","R$ 2,300.00","R$ 6,900.00","Dell","Notebook"
"HL1018","3","São Paulo","4/4/2018","773","R$ 1,200.00","R$ 3,600.00","Xiaomi","Smart Watch"
"HL1020","3","São Paulo","4/4/2018","698","R$ 1,500.00","R$ 4,500.00","Motorola","Celular"
"HL1018","5","Fortaleza","4/4/2018","740","R$ 1,200.00","R$ 6,000.00","Xiaomi","Smart Watch"
"HL1003","2","Guarulhos","4/4/2018","136","R$ 4,500.00","R$ 9,000.00","Samsung","Celular"
"HL1023","2","São Paulo","4/4/2018","540","R$ 1,500.00","R$ 3,000.00","Samsung","Notebook"
"HL1005","5","Nova Iguaçu","4/4/2018","689","R$ 1,500.00","R$ 7,500.00","Canon","Câmera"
"HL1002","3","Rio de Janeiro","4/4/2018","259","R$ 2,500.00","R$ 7,500.00","Apple","Celular"
"HL1007","2","Belo Horizonte","4/4/2018","520","R$ 2,300.00","R$ 4,600.00","Dell","Notebook"
"HL1009","1","Rio de Janeiro","5/4/2018","652","R$ 1,400.00","R$ 1,400.00","Motorola","Celular"
"HL1014","1","Salvador","5/4/2018","100","R$ 1,100.00","R$ 1,100.00","Samsung","Celular"
"HL1015","1","Rio de Janeiro","5/4/2018","652","R$ 700.00","R$ 700.00","Sony","Câmera"
"HL1001","4","Porto Alegre","5/4/2018","428","R$ 2,600.00","R$ 10,400.00","LG","Televisão"
"HL1007","2","Rio de Janeiro","5/4/2018","155","R$ 2,300.00","R$ 4,600.00","Dell","Notebook"
"HL1021","4","Rio de Janeiro","5/4/2018","248","R$ 3,000.00","R$ 12,000.00","Samsung","Celular"
"HL1008","4","Recife","5/4/2018","342","R$ 2,000.00","R$ 8,000.00","Philco","Televisão"
"HL1005","4","Recife","5/4/2018","39","R$ 1,500.00","R$ 6,000.00","Canon","Câmera"
"HL1013","5","Rio de Janeiro","5/4/2018","125","R$ 1,550.00","R$ 7,750.00","Nikon","Câmera"
"HL1015","1","Fortaleza","5/4/2018","504","R$ 700.00","R$ 700.00","Sony","Câmera"
"HL1005","3","Rio de Janeiro","5/4/2018","92","R$ 1,500.00","R$ 4,500.00","Canon","Câmera"
"HL1015","5","Porto Alegre","5/4/2018","746","R$ 700.00","R$ 3,500.00","Sony","Câmera"
"HL1001","1","Goiânia","5/4/2018","8","R$ 2,600.00","R$ 2,600.00","LG","Televisão"
"HL1009","2","São Paulo","5/4/2018","224","R$ 1,400.00","R$ 2,800.00","Motorola","Celular"
"HL1015","3","São Paulo","5/4/2018","737","R$ 700.00","R$ 2,100.00","Sony","Câmera"
"HL1015","5","Porto Alegre","5/4/2018","305","R$ 700.00","R$ 3,500.00","Sony","Câmera"
"HL1008","5","São Paulo","5/4/2018","55","R$ 2,000.00","R$ 10,000.00","Philco","Televisão"
"HL1023","2","São Paulo","5/4/2018","202","R$ 1,500.00","R$ 3,000.00","Samsung","Notebook"
"HL1001","2","Recife","5/4/2018","335","R$ 2,600.00","R$ 5,200.00","LG","Televisão"
"HL1005","1","Guarulhos","5/4/2018","393","R$ 1,500.00","R$ 1,500.00","Canon","Câmera"
"HL1005","5","Recife","5/4/2018","547","R$ 1,500.00","R$ 7,500.00","Canon","Câmera"
"HL1015","5","Curitiba","5/4/2018","85","R$ 700.00","R$ 3,500.00","Sony","Câmera"
"HL1014","1","Belo Horizonte","5/4/2018","21","R$ 1,100.00","R$ 1,100.00","Samsung","Celular"
"HL1009","1","São Paulo","5/4/2018","319","R$ 1,400.00","R$ 1,400.00","Motorola","Celular"
"HL1015","5","Belo Horizonte","5/4/2018","388","R$ 700.00","R$ 3,500.00","Sony","Câmera"
"HL1001","3","Belo Horizonte","5/4/2018","413","R$ 2,600.00","R$ 7,800.00","LG","Televisão"
"HL1015","4","São Paulo","5/4/2018","50","R$ 700.00","R$ 2,800.00","Sony","Câmera"
"HL1019","3","Goiânia","5/4/2018","438","R$ 6,500.00","R$ 19,500.00","Apple","Celular"
"HL1001","5","São Paulo","5/4/2018","303","R$ 2,600.00","R$ 13,000.00","LG","Televisão"
"HL1013","3","Fortaleza","5/4/2018","426","R$ 1,550.00","R$ 4,650.00","Nikon","Câmera"
"HL1013","2","São Paulo","5/4/2018","310","R$ 1,550.00","R$ 3,100.00","Nikon","Câmera"
"HL1015","1","São Paulo","5/4/2018","105","R$ 700.00","R$ 700.00","Sony","Câmera"
"HL1003","4","Campinas","5/4/2018","120","R$ 4,500.00","R$ 18,000.00","Samsung","Celular"
"HL1002","1","São Paulo","6/4/2018","145","R$ 2,500.00","R$ 2,500.00","Apple","Celular"
"HL1009","3","São Paulo","6/4/2018","665","R$ 1,400.00","R$ 4,200.00","Motorola","Celular"
"HL1014","2","Recife","6/4/2018","555","R$ 1,100.00","R$ 2,200.00","Samsung","Celular"
"HL1019","4","Salvador","6/4/2018","170","R$ 6,500.00","R$ 26,000.00","Apple","Celular"
"HL1006","1","Fortaleza","6/4/2018","130","R$ 1,400.00","R$ 1,400.00","Samsung","Televisão"
"HL1013","5","São Paulo","6/4/2018","484","R$ 1,550.00","R$ 7,750.00","Nikon","Câmera"
"HL1001","2","Rio de Janeiro","6/4/2018","572","R$ 2,600.00","R$ 5,200.00","LG","Televisão"
"HL1007","1","São Paulo","6/4/2018","261","R$ 2,300.00","R$ 2,300.00","Dell","Notebook"
"HL1024","4","São Paulo","6/4/2018","406","R$ 2,400.00","R$ 9,600.00","Acer","Notebook"
"HL1020","4","Salvador","6/4/2018","109","R$ 1,500.00","R$ 6,000.00","Motorola","Celular"
"HL1007","5","Recife","6/4/2018","729","R$ 2,300.00","R$ 11,500.00","Dell","Notebook"
"HL1021","3","Rio de Janeiro","6/4/2018","44","R$ 3,000.00","R$ 9,000.00","Samsung","Celular"
"HL1009","2","Salvador","6/4/2018","559","R$ 1,400.00","R$ 2,800.00","Motorola","Celular"
"HL1005","1","Porto Alegre","6/4/2018","143","R$ 1,500.00","R$ 1,500.00","Canon","Câmera"
"HL1005","4","Rio de Janeiro","6/4/2018","11","R$ 1,500.00","R$ 6,000.00","Canon","Câmera"
"HL1009","3","Nova Iguaçu","6/4/2018","681","R$ 1,400.00","R$ 4,200.00","Motorola","Celular"
"HL1019","4","Campinas","6/4/2018","45","R$ 6,500.00","R$ 26,000.00","Apple","Celular"
"HL1005","2","São Paulo","6/4/2018","209","R$ 1,500.00","R$ 3,000.00","Canon","Câmera"
"HL1003","2","Guarulhos","6/4/2018","62","R$ 4,500.00","R$ 9,000.00","Samsung","Celular"
"HL1013","3","Nova Iguaçu","6/4/2018","14","R$ 1,550.00","R$ 4,650.00","Nikon","Câmera"
"HL1015","1","São Paulo","6/4/2018","105","R$ 700.00","R$ 700.00","Sony","Câmera"
"HL1018","4","Campinas","6/4/2018","510","R$ 1,200.00","R$ 4,800.00","Xiaomi","Smart Watch"
"HL1015","1","Fortaleza","6/4/2018","133","R$ 700.00","R$ 700.00","Sony","Câmera"
"HL1018","5","Belo Horizonte","7/4/2018","295","R$ 1,200.00","R$ 6,000.00","Xiaomi","Smart Watch"
"HL1021","1","Fortaleza","7/4/2018","458","R$ 3,000.00","R$ 3,000.00","Samsung","Celular"
"HL1007","2","São Paulo","7/4/2018","50","R$ 2,300.00","R$ 4,600.00","Dell","Notebook"
"HL1001","4","São Paulo","7/4/2018","748","R$ 2,600.00","R$ 10,400.00","LG","Televisão"
"HL1005","2","São Paulo","7/4/2018","53","R$ 1,500.00","R$ 3,000.00","Canon","Câmera"
"HL1010","2","São Paulo","7/4/2018","665","R$ 1,900.00","R$ 3,800.00","Apple","Celular"
"HL1005","2","Belo Horizonte","7/4/2018","80","R$ 1,500.00","R$ 3,000.00","Canon","Câmera"
"HL1004","1","Recife","7/4/2018","165","R$ 1,750.00","R$ 1,750.00","Apple","Smart Watch"
"HL1015","2","São Paulo","7/4/2018","641","R$ 700.00","R$ 1,400.00","Sony","Câmera"
"HL1005","3","Guarulhos","7/4/2018","229","R$ 1,500.00","R$ 4,500.00","Canon","Câmera"
"HL1001","1","São Paulo","7/4/2018","53","R$ 2,600.00","R$ 2,600.00","LG","Televisão"
"HL1009","4","Curitiba","7/4/2018","293","R$ 1,400.00","R$ 5,600.00","Motorola","Celular"
"HL1013","4","Fortaleza","7/4/2018","471","R$ 1,550.00","R$ 6,200.00","Nikon","Câmera"
"HL1001","1","Salvador","7/4/2018","109","R$ 2,600.00","R$ 2,600.00","LG","Televisão"
"HL1008","3","Campinas","7/4/2018","659","R$ 2,000.00","R$ 6,000.00","Philco","Televisão"
"HL1006","4","São Paulo","7/4/2018","797","R$ 1,400.00","R$ 5,600.00","Samsung","Televisão"
"HL1006","1","Campinas","7/4/2018","485","R$ 1,400.00","R$ 1,400.00","Samsung","Televisão"
"HL1010","1","Fortaleza","7/4/2018","163","R$ 1,900.00","R$ 1,900.00","Apple","Celular"
"HL1009","3","Guarulhos","7/4/2018","502","R$ 1,400.00","R$ 4,200.00","Motorola","Celular"
"HL1005","4","Campinas","7/4/2018","529","R$ 1,500.00","R$ 6,000.00","Canon","Câmera"
"HL1005","3","São Paulo","7/4/2018","319","R$ 1,500.00","R$ 4,500.00","Canon","Câmera"
"HL1001","5","Belo Horizonte","7/4/2018","186","R$ 2,600.00","R$ 13,000.00","LG","Televisão"
"HL1005","4","São Paulo","7/4/2018","261","R$ 1,500.00","R$ 6,000.00","Canon","Câmera"
"HL1004","1","Rio de Janeiro","7/4/2018","195","R$ 1,750.00","R$ 1,750.00","Apple","Smart Watch"
"HL1008","2","Nova Iguaçu","7/4/2018","517","R$ 2,000.00","R$ 4,000.00","Philco","Televisão"
"HL1015","2","São Paulo","7/4/2018","728","R$ 700.00","R$ 1,400.00","Sony","Câmera"
"HL1007","4","Guarulhos","7/4/2018","67","R$ 2,300.00","R$ 9,200.00","Dell","Notebook"
"HL1001","5","Porto Alegre","7/4/2018","811","R$ 2,600.00","R$ 13,000.00","LG","Televisão"
"HL1015","2","Fortaleza","7/4/2018","445","R$ 700.00","R$ 1,400.00","Sony","Câmera"
"HL1005","1","Porto Alegre","7/4/2018","112","R$ 1,500.00","R$ 1,500.00","Canon","Câmera"
"HL1016","4","Recife","7/4/2018","653","R$ 1,450.00","R$ 5,800.00","Samsung","Smart Watch"
"HL1023","1","São Paulo","7/4/2018","400","R$ 1,500.00","R$ 1,500.00","Samsung","Notebook"
"HL1023","2","Campinas","7/4/2018","635","R$ 1,500.00","R$ 3,000.00","Samsung","Notebook"
"HL1012","3","Recife","7/4/2018","322","R$ 5,500.00","R$ 16,500.00","Dell","Notebook"
"HL1020","4","Rio de Janeiro","7/4/2018","76","R$ 1,500.00","R$ 6,000.00","Motorola","Celular"
"HL1013","4","Nova Iguaçu","8/4/2018","579","R$ 1,550.00","R$ 6,200.00","Nikon","Câmera"
"HL1023","1","Porto Alegre","8/4/2018","808","R$ 1,500.00","R$ 1,500.00","Samsung","Notebook"
"HL1008","1","Rio de Janeiro","8/4/2018","52","R$ 2,000.00","R$ 2,000.00","Philco","Televisão"
"HL1003","1","Rio de Janeiro","8/4/2018","92","R$ 4,500.00","R$ 4,500.00","Samsung","Celular"
"HL1018","1","Recife","8/4/2018","39","R$ 1,200.00","R$ 1,200.00","Xiaomi","Smart Watch"
"HL1015","2","Salvador","8/4/2018","646","R$ 700.00","R$ 1,400.00","Sony","Câmera"
"HL1023","2","Curitiba","8/4/2018","394","R$ 1,500.00","R$ 3,000.00","Samsung","Notebook"
"HL1001","5","Belo Horizonte","8/4/2018","58","R$ 2,600.00","R$ 13,000.00","LG","Televisão"
"HL1009","4","Curitiba","8/4/2018","751","R$ 1,400.00","R$ 5,600.00","Motorola","Celular"
"HL1017","1","Rio de Janeiro","8/4/2018","694","R$ 5,200.00","R$ 5,200.00","Samsung","Televisão"
"HL1004","4","São Paulo","8/4/2018","160","R$ 1,750.00","R$ 7,000.00","Apple","Smart Watch"
"HL1021","4","Salvador","8/4/2018","594","R$ 3,000.00","R$ 12,000.00","Samsung","Celular"
"HL1022","2","Guarulhos","8/4/2018","56","R$ 750.00","R$ 1,500.00","Apple","Tablet"
"HL1006","5","Rio de Janeiro","8/4/2018","92","R$ 1,400.00","R$ 7,000.00","Samsung","Televisão"
"HL1023","1","Fortaleza","8/4/2018","599","R$ 1,500.00","R$ 1,500.00","Samsung","Notebook"
"HL1001","5","São Paulo","8/4/2018","209","R$ 2,600.00","R$ 13,000.00","LG","Televisão"
"HL1005","4","Curitiba","8/4/2018","442","R$ 1,500.00","R$ 6,000.00","Canon","Câmera"
"HL1006","1","Fortaleza","8/4/2018","426","R$ 1,400.00","R$ 1,400.00","Samsung","Televisão"
"HL1014","3","Fortaleza","8/4/2018","802","R$ 1,100.00","R$ 3,300.00","Samsung","Celular"
"HL1001","4","Nova Iguaçu","8/4/2018","598","R$ 2,600.00","R$ 10,400.00","LG","Televisão"
"HL1017","3","Nova Iguaçu","8/4/2018","33","R$ 5,200.00","R$ 15,600.00","Samsung","Televisão"
"HL1015","5","São Paulo","8/4/2018","114","R$ 700.00","R$ 3,500.00","Sony","Câmera"
"HL1017","2","Salvador","8/4/2018","775","R$ 5,200.00","R$ 10,400.00","Samsung","Televisão"
"HL1001","2","São Paulo","8/4/2018","196","R$ 2,600.00","R$ 5,200.00","LG","Televisão"
"HL1001","4","Rio de Janeiro","8/4/2018","476","R$ 2,600.00","R$ 10,400.00","LG","Televisão"
"HL1013","3","Curitiba","9/4/2018","239","R$ 1,550.00","R$ 4,650.00","Nikon","Câmera"
"HL1001","1","Rio de Janeiro","9/4/2018","571","R$ 2,600.00","R$ 2,600.00","LG","Televisão"
"HL1023","1","Belo Horizonte","9/4/2018","651","R$ 1,500.00","R$ 1,500.00","Samsung","Notebook"
"HL1024","5","Guarulhos","9/4/2018","229","R$ 2,400.00","R$ 12,000.00","Acer","Notebook"
"HL1009","2","Recife","9/4/2018","653","R$ 1,400.00","R$ 2,800.00","Motorola","Celular"
"HL1024","2","Salvador","9/4/2018","593","R$ 2,400.00","R$ 4,800.00","Acer","Notebook"
"HL1021","1","Belo Horizonte","9/4/2018","397","R$ 3,000.00","R$ 3,000.00","Samsung","Celular"
"HL1017","5","Rio de Janeiro","9/4/2018","121","R$ 5,200.00","R$ 26,000.00","Samsung","Televisão"
"HL1024","2","Recife","9/4/2018","597","R$ 2,400.00","R$ 4,800.00","Acer","Notebook"
"HL1018","3","Salvador","9/4/2018","15","R$ 1,200.00","R$ 3,600.00","Xiaomi","Smart Watch"
"HL1020","4","Nova Iguaçu","9/4/2018","9","R$ 1,500.00","R$ 6,000.00","Motorola","Celular"
"HL1010","5","Fortaleza","9/4/2018","354","R$ 1,900.00","R$ 9,500.00","Apple","Celular"
"HL1005","1","Porto Alegre","9/4/2018","132","R$ 1,500.00","R$ 1,500.00","Canon","Câmera"
"HL1007","5","Fortaleza","9/4/2018","458","R$ 2,300.00","R$ 11,500.00","Dell","Notebook"
"HL1015","1","Rio de Janeiro","9/4/2018","125","R$ 700.00","R$ 700.00","Sony","Câmera"
"HL1008","3","Nova Iguaçu","9/4/2018","330","R$ 2,000.00","R$ 6,000.00","Philco","Televisão"
"HL1006","4","São Paulo","9/4/2018","320","R$ 1,400.00","R$ 5,600.00","Samsung","Televisão"
"HL1018","5","Curitiba","9/4/2018","22","R$ 1,200.00","R$ 6,000.00","Xiaomi","Smart Watch"
"HL1021","4","Curitiba","9/4/2018","93","R$ 3,000.00","R$ 12,000.00","Samsung","Celular"
"HL1009","2","Recife","9/4/2018","729","R$ 1,400.00","R$ 2,800.00","Motorola","Celular"
"HL1002","2","Fortaleza","9/4/2018","288","R$ 2,500.00","R$ 5,000.00","Apple","Celular"
"HL1020","5","São Paulo","9/4/2018","57","R$ 1,500.00","R$ 7,500.00","Motorola","Celular"
"HL1012","1","Goiânia","9/4/2018","679","R$ 5,500.00","R$ 5,500.00","Dell","Notebook"
"HL1012","2","São Paulo","9/4/2018","49","R$ 5,500.00","R$ 11,000.00","Dell","Notebook"
"HL1020","4","Rio de Janeiro","9/4/2018","20","R$ 1,500.00","R$ 6,000.00","Motorola","Celular"
"HL1015","4","Goiânia","9/4/2018","299","R$ 700.00","R$ 2,800.00","Sony","Câmera"
"HL1001","2","Recife","9/4/2018","509","R$ 2,600.00","R$ 5,200.00","LG","Televisão"
"HL1015","5","Curitiba","9/4/2018","535","R$ 700.00","R$ 3,500.00","Sony","Câmera"
"HL1013","5","Nova Iguaçu","9/4/2018","455","R$ 1,550.00","R$ 7,750.00","Nikon","Câmera"
"HL1009","4","São Paulo","9/4/2018","728","R$ 1,400.00","R$ 5,600.00","Motorola","Celular"
"HL1005","5","Fortaleza","9/4/2018","461","R$ 1,500.00","R$ 7,500.00","Canon","Câmera"
"HL1018","5","Recife","10/4/2018","342","R$ 1,200.00","R$ 6,000.00","Xiaomi","Smart Watch"
"HL1019","4","Goiânia","10/4/2018","65","R$ 6,500.00","R$ 26,000.00","Apple","Celular"
"HL1019","4","Guarulhos","10/4/2018","623","R$ 6,500.00","R$ 26,000.00","Apple","Celular"
"HL1019","4","São Paulo","10/4/2018","617","R$ 6,500.00","R$ 26,000.00","Apple","Celular"
"HL1023","3","Recife","10/4/2018","219","R$ 1,500.00","R$ 4,500.00","Samsung","Notebook"
"HL1015","2","São Paulo","10/4/2018","69","R$ 700.00","R$ 1,400.00","Sony","Câmera"
"HL1005","2","Guarulhos","10/4/2018","538","R$ 1,500.00","R$ 3,000.00","Canon","Câmera"
"HL1009","5","São Paulo","10/4/2018","312","R$ 1,400.00","R$ 7,000.00","Motorola","Celular"
"HL1009","1","Campinas","10/4/2018","427","R$ 1,400.00","R$ 1,400.00","Motorola","Celular"
"HL1015","5","Recife","10/4/2018","39","R$ 700.00","R$ 3,500.00","Sony","Câmera"
"HL1005","5","Fortaleza","10/4/2018","445","R$ 1,500.00","R$ 7,500.00","Canon","Câmera"
"HL1018","1","Niterói","10/4/2018","236","R$ 1,200.00","R$ 1,200.00","Xiaomi","Smart Watch"
"HL1021","1","Goiânia","10/4/2018","299","R$ 3,000.00","R$ 3,000.00","Samsung","Celular"
"HL1003","4","Recife","10/4/2018","822","R$ 4,500.00","R$ 18,000.00","Samsung","Celular"
"HL1023","4","São Paulo","10/4/2018","319","R$ 1,500.00","R$ 6,000.00","Samsung","Notebook"
"HL1019","4","Campinas","10/4/2018","309","R$ 6,500.00","R$ 26,000.00","Apple","Celular"
"HL1014","2","Recife","10/4/2018","27","R$ 1,100.00","R$ 2,200.00","Samsung","Celular"
"HL1003","4","Rio de Janeiro","10/4/2018","573","R$ 4,500.00","R$ 18,000.00","Samsung","Celular"
"HL1008","1","São Paulo","10/4/2018","446","R$ 2,000.00","R$ 2,000.00","Philco","Televisão"
"HL1014","2","Goiânia","10/4/2018","605","R$ 1,100.00","R$ 2,200.00","Samsung","Celular"
"HL1023","5","São Paulo","10/4/2018","617","R$ 1,500.00","R$ 7,500.00","Samsung","Notebook"
"HL1019","4","Salvador","10/4/2018","90","R$ 6,500.00","R$ 26,000.00","Apple","Celular"
"HL1024","4","Recife","10/4/2018","321","R$ 2,400.00","R$ 9,600.00","Acer","Notebook"
"HL1015","5","Recife","10/4/2018","32","R$ 700.00","R$ 3,500.00","Sony","Câmera"
"HL1001","2","São Paulo","10/4/2018","57","R$ 2,600.00","R$ 5,200.00","LG","Televisão"
"HL1009","4","Rio de Janeiro","10/4/2018","155","R$ 1,400.00","R$ 5,600.00","Motorola","Celular"
"HL1018","5","Recife","10/4/2018","814","R$ 1,200.00","R$ 6,000.00","Xiaomi","Smart Watch"
"HL1008","4","Belo Horizonte","10/4/2018","470","R$ 2,000.00","R$ 8,000.00","Philco","Televisão"
"HL1012","1","Fortaleza","10/4/2018","557","R$ 5,500.00","R$ 5,500.00","Dell","Notebook"
"HL1005","1","Campinas","10/4/2018","300","R$ 1,500.00","R$ 1,500.00","Canon","Câmera"
"HL1001","4","São Paulo","10/4/2018","773","R$ 2,600.00","R$ 10,400.00","LG","Televisão"
"HL1015","4","Salvador","10/4/2018","593","R$ 700.00","R$ 2,800.00","Sony","Câmera"
"HL1007","3","São Paulo","10/4/2018","312","R$ 2,300.00","R$ 6,900.00","Dell","Notebook"
"HL1017","1","Fortaleza","10/4/2018","781","R$ 5,200.00","R$ 5,200.00","Samsung","Televisão"
"HL1008","1","Belo Horizonte","10/4/2018","783","R$ 2,000.00","R$ 2,000.00","Philco","Televisão"
"HL1002","4","Porto Alegre","10/4/2018","588","R$ 2,500.00","R$ 10,000.00","Apple","Celular"
"HL1007","4","Curitiba","10/4/2018","95","R$ 2,300.00","R$ 9,200.00","Dell","Notebook"
"HL1009","2","Rio de Janeiro","11/4/2018","625","R$ 1,400.00","R$ 2,800.00","Motorola","Celular"
"HL1010","1","Salvador","11/4/2018","264","R$ 1,900.00","R$ 1,900.00","Apple","Celular"
"HL1015","4","São Paulo","11/4/2018","737","R$ 700.00","R$ 2,800.00","Sony","Câmera"
"HL1003","2","Porto Alegre","11/4/2018","620","R$ 4,500.00","R$ 9,000.00","Samsung","Celular"
"HL1005","5","Recife","11/4/2018","595","R$ 1,500.00","R$ 7,500.00","Canon","Câmera"
"HL1018","5","Porto Alegre","11/4/2018","554","R$ 1,200.00","R$ 6,000.00","Xiaomi","Smart Watch"
"HL1024","3","Salvador","11/4/2018","482","R$ 2,400.00","R$ 7,200.00","Acer","Notebook"
"HL1021","5","São Paulo","11/4/2018","773","R$ 3,000.00","R$ 15,000.00","Samsung","Celular"
"HL1012","1","Fortaleza","11/4/2018","471","R$ 5,500.00","R$ 5,500.00","Dell","Notebook"
"HL1015","4","Salvador","11/4/2018","100","R$ 700.00","R$ 2,800.00","Sony","Câmera"
"HL1023","1","São Paulo","11/4/2018","429","R$ 1,500.00","R$ 1,500.00","Samsung","Notebook"
"HL1004","4","Salvador","11/4/2018","54","R$ 1,750.00","R$ 7,000.00","Apple","Smart Watch"
"HL1007","2","Porto Alegre","11/4/2018","811","R$ 2,300.00","R$ 4,600.00","Dell","Notebook"
"HL1013","5","Rio de Janeiro","11/4/2018","499","R$ 1,550.00","R$ 7,750.00","Nikon","Câmera"
"HL1020","5","Salvador","11/4/2018","34","R$ 1,500.00","R$ 7,500.00","Motorola","Celular"
"HL1005","2","Curitiba","11/4/2018","741","R$ 1,500.00","R$ 3,000.00","Canon","Câmera"
"HL1009","3","São Paulo","11/4/2018","541","R$ 1,400.00","R$ 4,200.00","Motorola","Celular"
